Zip,Median,Mean,Pop,Wealth,Ratio
3574,58082,67369,2201,9287,0.16
3575,60741,70341,59,9600,0.16
3576,36884,47521,3475,10636,0.29
3579,41891,44965,372,3073,0.07
3580,56505,66182,1193,9676,0.17
3581,43217,61600,3271,18383,0.43
3582,35740,41166,2715,5426,0.15
3583,60741,70341,1005,9600,0.16
3584,46889,64494,3512,17605,0.38
3585,50406,61591,2414,11185,0.22
3586,58082,67369,535,9287,0.16
3588,52026,55843,1640,3817,0.07
3590,35828,42695,1236,6866,0.19
3592,38616,46857,1146,8241,0.21
3593,60741,70341,338,9600,0.16
3595,60741,70341,600,9600,0.16
3597,38550,46726,389,8175,0.21
3598,48061,53959,2966,5898,0.12
3601,58667,63858,398,5191,0.09
3602,56041,67702,2584,11660,0.21
3603,49290,54965,5027,5674,0.12
3604,58112,62174,29,4062,0.07
3605,52648,63213,971,10565,0.20
3607,58667,63858,316,5191,0.09
3608,58112,62174,2887,4062,0.07
3609,58112,62174,672,4062,0.07
3740,50092,61154,760,11061,0.22
3741,60392,64937,3590,4544,0.08
3743,42247,51372,13840,9125,0.22
3745,77619,93315,1468,15696,0.20
3746,77619,93315,194,15696,0.20
3748,61496,70303,4747,8807,0.14
3750,110729,170957,951,60228,0.54
3751,64611,77239,308,12627,0.20
3752,52648,63213,746,10565,0.20
3753,81000,87997,2169,6997,0.09
3754,45794,50574,19,4780,0.10
3755,81607,118009,9900,36401,0.45
3765,41575,49288,448,7713,0.19
3766,59682,73873,8867,14191,0.24
3768,70144,97030,1679,26886,0.38
3770,77619,93315,347,15696,0.20
3771,50406,61591,738,11185,0.22
3773,49852,54854,7502,5002,0.10
3774,41575,49288,1936,7713,0.19
3777,59259,66151,1089,6892,0.12
3779,59259,66151,710,6892,0.12
3780,41614,49362,449,7748,0.19
3781,77619,93315,1892,15696,0.20
3782,59775,74054,2823,14278,0.24
3784,56652,73403,3742,16751,0.30
3785,42817,51208,2070,8390,0.20
3801,63815,80794,21560,16978,0.27
3809,57560,71765,2928,14205,0.25
3810,57569,71774,1572,14204,0.25
3811,87514,105490,6267,17976,0.21
3812,46357,66711,897,20354,0.44
3813,46708,59878,2530,13169,0.28
3814,44967,50007,2265,5040,0.11
3816,52679,71728,1159,19049,0.36
3817,51866,69455,462,17589,0.34
3818,49733,63387,3309,13654,0.27
3819,78083,85681,4017,7598,0.10
3820,59989,73476,26940,13486,0.22
3823,72209,93556,1432,21347,0.30
3824,60676,89886,12659,29209,0.48
3825,74102,78995,7375,4893,0.07
3826,82711,96581,2439,13869,0.17
3827,87103,110233,2579,23129,0.27
3830,46406,54838,1258,8432,0.18
3832,55531,71353,381,15822,0.28
3833,74806,91971,19202,17165,0.23
3835,47975,59713,5778,11738,0.24
3836,45728,56866,1286,11138,0.24
3837,64219,78346,1173,14127,0.22
3838,46357,66711,922,20354,0.44
3839,55733,64831,3490,9098,0.16
3840,75526,109858,3220,34331,0.45
3841,83959,99306,6086,15347,0.18
3842,72310,83441,14818,11130,0.15
3844,112417,148972,1879,36555,0.33
3845,45924,65853,1000,19929,0.43
3846,46357,66711,818,20354,0.44
3847,40661,55428,302,14767,0.36
3848,69792,78509,5863,8717,0.12
3849,55543,71375,1295,15832,0.29
3850,52679,71728,369,19049,0.36
3851,58382,64122,3378,5740,0.10
3852,58382,64122,534,5740,0.10
3853,52679,71728,581,19049,0.36
3854,67292,109947,1010,42655,0.63
3855,60625,70704,2216,10079,0.17
3856,79824,91594,1557,11770,0.15
3857,70588,85299,8048,14710,0.21
3858,87257,83256,4288,-4001,-0.05
3860,40861,55726,3450,14865,0.36
3861,72209,93556,4153,21347,0.30
3862,75081,114862,4254,39781,0.53
3864,44967,50007,1628,5040,0.11
3865,76471,88998,7731,12527,0.16
3867,51183,63716,20308,12532,0.24
3868,53629,60462,4778,6833,0.13
3869,66161,83345,2582,17184,0.26
3870,85268,117242,5062,31974,0.37
3871,85268,117242,119,31974,0.37
3872,46406,54838,3200,8432,0.18
3873,84362,98243,4942,13881,0.16
3874,52645,64487,8047,11841,0.22
3875,55214,71203,625,15989,0.29
3878,52254,61720,11539,9465,0.18
3882,45728,56866,1273,11138,0.24
3883,51866,69455,179,17589,0.34
3884,72303,91267,3585,18964,0.26
3885,106572,122575,6336,16003,0.15
3886,51872,69458,1854,17586,0.34
3887,57598,67326,1827,9728,0.17
3890,44967,50007,303,5040,0.11
3894,55652,72825,6116,17173,0.31
3901,61513,67714,6373,6201,0.10
3902,72016,86286,2083,14269,0.20
3903,66854,89730,5952,22876,0.34
3904,52799,63631,7636,10832,0.21
3905,54048,64496,1902,10448,0.19
3906,57711,64639,4331,6927,0.12
3907,57542,71288,1223,13745,0.24
3908,75007,80578,6684,5571,0.07
3909,61753,77941,10093,16187,0.26
3910,57101,74158,338,17057,0.30
3911,57101,74158,341,17057,0.30
4001,51227,62454,2138,11227,0.22
4002,62908,67672,6280,4764,0.08
4003,66055,75809,477,9754,0.15
4005,49409,57937,22620,8528,0.17
4006,61583,78343,124,16760,0.27
4008,63192,68092,2498,4900,0.08
4009,42420,50711,4815,8291,0.20
4010,42439,55342,1248,12903,0.30
4011,51062,65065,21168,14003,0.27
4015,51656,54366,3501,2710,0.05
4017,85168,120334,355,35166,0.41
4019,58429,99366,87,40937,0.70
4020,48269,52426,1269,4157,0.09
4021,85168,120334,5589,35166,0.41
4022,42439,55342,1003,12903,0.30
4024,52059,58563,529,6504,0.12
4027,56227,59965,5085,3738,0.07
4029,52059,58563,1433,6504,0.12
4030,60288,64959,1836,4671,0.08
4032,60895,82043,7797,21147,0.35
4037,37578,47999,3373,10420,0.28
4038,70795,82719,14169,11924,0.17
4039,67751,75773,6428,8021,0.12
4040,42035,59390,2629,17355,0.41
4041,40694,53327,1415,12633,0.31
4042,57536,62297,4117,4761,0.08
4043,73978,90301,10482,16323,0.22
4046,60745,77919,7282,17174,0.28
4047,48269,52426,1580,4157,0.09
4048,50684,54533,2288,3849,0.08
4049,56924,62757,3355,5833,0.10
4050,58429,99366,200,40937,0.70
4051,45086,59891,983,14805,0.33
4055,52824,63915,3200,11091,0.21
4056,51227,62454,209,11227,0.22
4057,42420,50711,63,8291,0.20
4061,60288,64959,2665,4671,0.08
4062,57302,68309,14901,11006,0.19
4063,31529,42364,399,10835,0.34
4064,40589,52077,8455,11487,0.28
4066,66055,75809,691,9754,0.15
4068,40694,53327,1442,12633,0.31
4069,65117,70252,1435,5135,0.08
4071,63873,74801,4729,10928,0.17
4072,42759,46958,12787,4199,0.10
4073,43224,51777,16015,8552,0.20
4074,77285,95129,16813,17843,0.23
4076,51227,62454,2322,11227,0.22
4079,63939,74123,4065,10183,0.16
4083,44589,51145,4713,6555,0.15
4084,70905,73031,7754,2125,0.03
4085,55429,57086,1530,1657,0.03
4086,63864,75742,9097,11878,0.19
4087,60288,64959,1710,4671,0.08
4088,45086,59891,1417,14805,0.33
4090,63243,72031,9397,8788,0.14
4091,52059,58563,759,6504,0.12
4092,46303,60730,16124,14426,0.31
4093,55999,67329,7451,11330,0.20
4095,51217,62419,1129,11202,0.22
4096,77652,109954,8357,32302,0.42
4097,70858,101181,3268,30322,0.43
4101,28472,42273,17296,13800,0.48
4102,50475,62791,16875,12315,0.24
4103,55954,65488,29092,9534,0.17
4105,88841,121369,10276,32527,0.37
4106,51529,64212,23437,12683,0.25
4107,81192,123633,9083,42440,0.52
4108,58429,99366,843,40937,0.70
4109,58429,99366,82,40937,0.70
4110,85168,120334,1210,35166,0.41
4210,42117,55830,23191,13712,0.33
4217,38631,49975,2854,11344,0.29
4219,43994,52567,1469,8572,0.19
4220,45756,55195,2584,9438,0.21
4221,41350,48315,1220,6964,0.17
4222,74952,81279,3378,6327,0.08
4224,41466,48372,2960,6906,0.17
4227,41401,48028,81,6627,0.16
4228,32677,38772,15,6095,0.19
4231,44549,52546,260,7997,0.18
4234,31406,49005,136,17599,0.56
4236,56719,60233,4078,3514,0.06
4237,39861,52721,251,12860,0.32
4238,48258,56934,1054,8676,0.18
4239,40208,44444,4980,4236,0.11
4240,37562,47465,35686,9902,0.26
4250,42531,55021,4037,12490,0.29
4252,45635,51141,5045,5505,0.12
4253,41833,57404,2106,15571,0.37
4254,32677,38772,3213,6095,0.19
4255,44549,52546,783,7997,0.18
4256,57461,62178,3154,4717,0.08
4257,33194,43931,2959,10737,0.32
4258,57465,62145,2250,4680,0.08
4259,50327,64094,2969,13766,0.27
4260,65117,70252,4816,5135,0.08
4263,51429,58227,2002,6798,0.13
4265,50461,64318,861,13856,0.27
4267,45086,59891,29,14805,0.33
4268,38853,60147,4613,21293,0.55
4270,43171,49862,5520,6691,0.15
4271,37342,49847,53,12505,0.33
4274,56585,69091,4854,12506,0.22
4275,33194,43931,504,10737,0.32
4276,31579,41316,6472,9736,0.31
4280,51911,58615,5803,6704,0.13
4281,37342,49847,4737,12505,0.33
4282,61949,67417,4972,5468,0.09
4284,54239,69824,1078,15585,0.29
4285,41923,49976,417,8053,0.19
4286,39861,52721,33,12860,0.32
4287,63192,68092,2843,4900,0.08
4289,41071,47668,1731,6597,0.16
4290,40750,51715,1510,10965,0.27
4292,40750,51715,858,10965,0.27
4294,31670,49011,4074,17340,0.55
4330,32081,40593,19887,8512,0.27
4342,43799,57895,1624,14096,0.32
4343,58066,66948,42,8882,0.15
4344,51168,57911,2794,6743,0.13
4345,50261,59338,11505,9077,0.18
4346,49682,56633,1910,6951,0.14
4347,59500,88317,2451,28817,0.48
4349,54204,69799,1056,15594,0.29
4350,61100,67899,3081,6799,0.11
4351,61472,82243,2464,20771,0.34
4352,51583,67916,1521,16333,0.32
4354,50893,52663,1221,1770,0.03
4355,62935,68500,2354,5565,0.09
4357,55917,53871,3284,-2046,-0.04
4358,53673,66846,4052,13173,0.25
4359,55217,63759,210,8542,0.15
4360,51583,67916,517,16333,0.32
4363,44747,58015,2206,13268,0.30
4364,58066,66948,6167,8882,0.15
4401,44997,58452,41557,13455,0.30
4406,28902,39087,717,10184,0.35
4408,44615,54674,178,10059,0.23
4410,42664,48946,1186,6282,0.15
4411,45369,47777,1243,2408,0.05
4412,49913,59916,8982,10003,0.20
4413,31898,39776,195,7878,0.25
4414,34718,43182,1186,8464,0.24
4415,33696,41510,293,7814,0.23
4416,49035,50644,5447,1608,0.03
4417,37226,45620,365,8394,0.23
4418,41148,49480,1660,8332,0.20
4419,48530,51805,2415,3275,0.07
4421,47431,69386,1342,21955,0.46
4422,47250,48514,1399,1264,0.03
4424,32989,41545,836,8555,0.26
4426,41447,46722,4698,5275,0.13
4427,47250,48514,2491,1264,0.03
4428,49503,62019,2795,12516,0.25
4429,53791,66047,4216,12255,0.23
4430,34041,43392,1841,9351,0.27
4431,46143,59269,52,13126,0.28
4434,48852,57146,1012,8294,0.17
4435,41490,46670,996,5180,0.12
4438,44347,52856,1040,8509,0.19
4441,40821,48828,1798,8006,0.20
4442,40809,48387,82,7578,0.19
4443,30331,42297,2492,11965,0.39
4444,80066,86767,7727,6700,0.08
4448,32758,40377,1516,7619,0.23
4449,42664,48946,1343,6282,0.15
4450,57280,78506,1190,21226,0.37
4451,28899,38279,311,9379,0.32
4453,39225,46623,816,7397,0.19
4454,31898,39776,96,7878,0.25
4455,37226,45620,846,8394,0.23
4456,52302,56344,2171,4042,0.08
4457,32548,41371,6061,8822,0.27
4459,26576,35567,918,8990,0.34
4460,41401,48357,1565,6956,0.17
4461,45369,47777,2949,2408,0.05
4462,35908,44158,5559,8250,0.23
4463,31016,37515,2868,6498,0.21
4464,29724,39369,690,9644,0.32
4468,34495,44316,9658,9820,0.28
4469,27663,52647,2011,24984,0.90
4471,36306,46922,556,10616,0.29
4472,46143,59269,2076,13126,0.28
4473,37175,56236,7103,19061,0.51
4474,68135,71918,3526,3783,0.06
4475,42045,50363,509,8318,0.20
4476,47431,69386,1341,21955,0.46
4478,33194,37527,296,4333,0.13
4479,31206,44304,1270,13098,0.42
4481,31005,37498,563,6493,0.21
4485,29708,39349,183,9641,0.32
4487,25492,34302,881,8810,0.35
4488,48852,57146,980,8294,0.17
4489,41458,51207,201,9749,0.24
4490,31898,39776,254,7878,0.25
4491,31898,39776,147,7878,0.25
4492,31898,39776,173,7878,0.25
4493,44092,54348,1907,10255,0.23
4495,37226,45620,420,8394,0.23
4496,50596,58168,3603,7572,0.15
4497,34942,45331,452,10388,0.30
4530,45563,53868,11539,8304,0.18
4535,55809,67856,676,12047,0.22
4537,51374,59203,1875,7829,0.15
4538,46250,74216,2226,27966,0.60
4539,52873,83281,1014,30408,0.58
4541,52873,83281,92,30408,0.58
4543,47692,57506,2048,9814,0.21
4544,51390,59155,760,7765,0.15
4547,47727,59364,1204,11637,0.24
4548,55645,63481,1019,7836,0.14
4551,52873,83281,782,30408,0.58
4553,55809,67856,1742,12047,0.22
4554,52873,83281,745,30408,0.58
4555,47692,57506,1607,9814,0.21
4556,55809,67856,1089,12047,0.22
4558,52873,83281,265,30408,0.58
4562,53617,65431,2102,11814,0.22
4563,47727,59364,1342,11637,0.24
4564,52873,83281,534,30408,0.58
4568,52019,66709,509,14690,0.28
4570,46250,74216,3,27966,0.60
4571,51390,59155,329,7765,0.15
4572,42201,56054,4915,13853,0.33
4573,52019,66709,387,14690,0.28
4574,50409,56742,1328,6333,0.13
4575,46250,74216,105,27966,0.60
4576,46250,74216,681,27966,0.60
4578,43799,57895,4350,14096,0.32
4579,55645,63481,2811,7836,0.14
4605,49144,61412,11211,12267,0.25
4606,37604,46270,1214,8666,0.23
4607,44532,55903,1220,11370,0.26
4609,64057,76141,4800,12084,0.19
4611,37332,45709,618,8377,0.22
4612,39300,51620,590,12320,0.31
4613,44531,55917,202,11386,0.26
4614,47008,65669,2281,18661,0.40
4616,44434,65556,842,21122,0.48
4617,44434,65556,799,21122,0.48
4619,31215,41556,3445,10341,0.33
4622,33452,41585,1295,8132,0.24
4623,37570,46225,1046,8655,0.23
4624,44531,55917,331,11386,0.26
4625,35438,53596,54,18158,0.51
4626,30978,45786,623,14808,0.48
4627,40000,52872,1487,12872,0.32
4628,35614,46612,707,10997,0.31
4629,47008,65669,110,18661,0.40
4630,39058,49424,1314,10366,0.27
4631,30600,43614,1638,13014,0.43
4634,43550,52423,1754,8873,0.20
4635,39300,51620,38,12320,0.31
4637,31898,39776,191,7878,0.25
4640,48344,59519,1970,11175,0.23
4642,44434,65556,105,21122,0.48
4643,37604,46270,919,8666,0.23
4644,64057,76141,9,12084,0.19
4645,46141,59175,79,13034,0.28
4646,35438,53596,75,18158,0.51
4648,37332,45709,579,8377,0.22
4649,37332,45709,1407,8377,0.22
4650,40000,52872,268,12872,0.32
4652,31038,45797,2011,14758,0.48
4653,39300,51620,533,12320,0.31
4654,34699,43509,3525,8809,0.25
4655,39083,49456,1160,10373,0.27
4657,37015,46861,330,9846,0.27
4658,33186,41272,1277,8086,0.24
4660,54464,66385,1261,11921,0.22
4662,54464,66385,514,11921,0.22
4664,43253,51800,1187,8547,0.20
4666,37015,46861,1201,9846,0.27
4667,31185,35896,1489,4711,0.15
4668,38441,44780,1721,6338,0.16
4669,44531,55917,200,11386,0.26
4671,31185,35918,528,4732,0.15
4673,44434,65556,93,21122,0.48
4674,39300,51620,404,12320,0.31
4675,54464,66385,321,11921,0.22
4676,44446,65571,1015,21125,0.48
4677,43250,51790,289,8540,0.20
4679,35476,53622,1969,18145,0.51
4680,33186,41272,1127,8086,0.24
4681,40000,52872,1151,12872,0.32
4683,40000,52872,116,12872,0.32
4684,47008,65669,1358,18661,0.40
4685,39300,51620,328,12320,0.31
4686,31898,39776,116,7878,0.25
4691,37015,46861,403,9846,0.27
4693,44531,55917,984,11386,0.26
4694,44525,51767,2582,7241,0.16
4730,33192,42343,10045,9151,0.28
4732,35849,45576,1863,9727,0.27
4733,36063,46771,253,10708,0.30
4734,36605,44926,863,8320,0.23
4735,34755,41590,618,6835,0.20
4736,40233,52052,10145,11818,0.29
4739,34183,42788,1040,8605,0.25
4740,34944,46192,1249,11248,0.32
4741,34119,42696,4,8577,0.25
4742,34944,46192,3582,11248,0.32
4743,38732,48454,4803,9721,0.25
4745,41148,46222,1219,5074,0.12
4746,30475,43562,521,13087,0.43
4747,37230,44419,1282,7189,0.19
4750,32583,40084,2675,7501,0.23
4756,34302,45763,3688,11461,0.33
4757,47621,60097,2823,12475,0.26
4758,36736,45162,1477,8426,0.23
4760,34755,41590,788,6835,0.20
4761,36284,45435,529,9151,0.25
4762,36667,46387,622,9720,0.27
4763,36284,45435,717,9151,0.25
4764,34755,41590,56,6835,0.20
4765,33419,45095,1407,11676,0.35
4766,35676,43864,434,8188,0.23
4768,35852,45583,395,9731,0.27
4769,36799,47489,9501,10689,0.29
4772,40971,46229,836,5257,0.13
4773,34324,45769,848,11444,0.33
4774,34119,42696,857,8577,0.25
4776,37129,44693,1056,7564,0.20
4777,33375,45103,430,11728,0.35
4779,36667,46387,362,9720,0.27
4780,36684,44919,795,8235,0.22
4781,34119,42696,582,8577,0.25
4783,36667,46387,476,9720,0.27
4785,31293,43935,3028,12642,0.40
4786,35676,43864,1877,8188,0.23
4787,36736,45162,559,8426,0.23
4841,30461,41099,7607,10637,0.35
4843,44251,71266,5256,27015,0.61
4847,50409,56742,1310,6333,0.13
4848,48538,62607,600,14069,0.29
4849,48538,62607,3373,14069,0.29
4851,46141,59175,51,13034,0.28
4852,52873,83281,75,30408,0.58
4853,46141,59175,380,13034,0.28
4854,48707,64193,1601,15486,0.32
4855,39777,52632,331,12855,0.32
4856,69554,85391,3206,15837,0.23
4858,48707,64193,1373,15486,0.32
4859,40295,53303,724,13007,0.32
4860,39777,52632,1573,12855,0.32
4861,51006,56615,3732,5609,0.11
4862,50409,56742,3496,6333,0.13
4863,46141,59175,1231,13034,0.28
4864,51006,56615,3793,5609,0.11
4901,41373,52371,25900,10997,0.27
4910,51488,64990,1946,13502,0.26
4911,36555,45281,2135,8726,0.24
4912,33848,40412,873,6563,0.19
4915,39499,50227,8468,10728,0.27
4917,56379,71470,2528,15091,0.27
4918,56379,71470,448,15091,0.27
4920,32343,40803,1808,8459,0.26
4921,38687,51229,1505,12542,0.32
4922,35360,44532,1142,9172,0.26
4923,41800,47211,506,5411,0.13
4924,43807,51617,2026,7810,0.18
4925,33194,37527,110,4333,0.13
4926,53673,66846,55,13173,0.25
4927,34338,43738,3340,9400,0.27
4928,36417,49142,2144,12725,0.35
4929,36984,45342,778,8358,0.23
4930,37600,44176,4275,6575,0.17
4932,47500,59508,1065,12008,0.25
4933,35104,43986,7,8882,0.25
4936,37237,42584,234,5347,0.14
4937,46685,54205,6477,7520,0.16
4938,38553,50518,9200,11964,0.31
4939,41490,46670,986,5180,0.12
4940,37989,50873,115,12884,0.34
4941,42859,50311,1646,7451,0.17
4942,33171,40402,1324,7231,0.22
4943,32136,44482,1827,12346,0.38
4944,46685,54205,42,7520,0.16
4945,3738,4226,119,487,0.13
4949,37682,48795,927,11113,0.29
4950,35270,55885,4523,20615,0.58
4951,38687,51229,888,12542,0.32
4952,37682,48795,1595,11113,0.29
4953,35113,43997,3007,8884,0.25
4955,40305,48744,1262,8438,0.21
4956,42431,47773,725,5342,0.13
4957,42009,55176,4135,13167,0.31
4958,34788,43060,1905,8272,0.24
4961,35321,42839,1031,7518,0.21
4962,50389,59546,141,9157,0.18
4963,47082,67134,6929,20052,0.43
4964,45369,56479,155,11110,0.24
4965,36984,45342,1940,8358,0.23
4966,42237,49489,1664,7252,0.17
4967,40015,51461,4252,11445,0.29
4969,47500,59508,1254,12008,0.25
4970,47160,58615,1391,11454,0.24
4971,41800,47211,1831,5411,0.13
4973,37682,48795,1174,11113,0.29
4974,44347,52856,2628,8509,0.19
4975,46685,54205,55,7520,0.16
4976,32826,46179,10020,13352,0.41
4978,42838,51595,734,8757,0.20
4979,31340,42540,964,11199,0.36
4981,44347,52856,2134,8509,0.19
4982,37237,42584,660,5347,0.14
4983,31691,35681,1257,3990,0.13
4984,42959,48368,529,5409,0.13
4985,33194,37527,90,4333,0.13
4986,36570,46760,1485,10190,0.28
4987,35360,44532,971,9172,0.26
4988,35623,44865,1906,9242,0.26
4989,50389,59546,3905,9157,0.18
4992,37792,51054,84,13262,0.35
5001,50513,63764,9123,13251,0.26
5031,56378,69425,218,13047,0.23
5032,47983,57408,2664,9425,0.20
5033,46075,57546,2744,11470,0.25
5034,61010,80476,310,19465,0.32
5035,58256,77088,638,18832,0.32
5036,50640,61616,1037,10976,0.22
5037,58256,77088,560,18832,0.32
5038,49363,62717,1230,13354,0.27
5039,48125,56371,1110,8246,0.17
5040,47602,57110,471,9508,0.20
5041,49226,61697,354,12471,0.25
5042,48983,62169,605,13185,0.27
5043,69667,81975,937,12308,0.18
5045,57135,67406,1758,10271,0.18
5046,49402,62498,1139,13096,0.27
5048,62212,79164,2429,16952,0.27
5050,61786,72232,146,10446,0.17
5051,48009,59646,1549,11637,0.24
5052,62212,79164,348,16952,0.27
5053,56378,69425,332,13047,0.23
5055,86458,106286,3363,19828,0.23
5056,58256,77088,567,18832,0.32
5058,64997,76546,346,11549,0.18
5059,52356,90187,874,37831,0.72
5060,49700,61473,4415,11773,0.24
5061,49230,61730,1679,12499,0.25
5062,58256,77088,702,18832,0.32
5065,56378,69425,1064,13047,0.23
5067,56378,69425,258,13047,0.23
5068,40141,53444,3125,13303,0.33
5069,48772,61873,555,13101,0.27
5070,49363,62717,484,13354,0.27
5071,72355,93852,324,21497,0.30
5072,49363,62717,526,13354,0.27
5075,68061,80452,1113,12390,0.18
5076,48125,56371,412,8246,0.17
5077,49363,62717,1215,13354,0.27
5079,49363,62717,730,13354,0.27
5081,48009,59646,550,11637,0.24
5083,53668,63376,151,9708,0.18
5084,53068,71594,140,18526,0.35
5086,49442,57194,793,7752,0.16
5089,48659,60022,4979,11363,0.23
5091,72113,93715,3288,21602,0.30
5101,37968,55254,4643,17285,0.46
5141,50602,72758,112,22156,0.44
5142,48274,53754,680,5480,0.11
5143,45893,62960,4343,17067,0.37
5146,49816,71921,750,22105,0.44
5148,50715,59601,1140,8886,0.18
5149,46105,60482,2092,14376,0.31
5150,39984,52872,831,12887,0.32
5151,59811,71307,1553,11496,0.19
5152,60370,79468,448,19098,0.32
5153,48274,53754,687,5480,0.11
5154,52404,74678,661,22274,0.43
5155,49285,57966,828,8681,0.18
5156,41948,54867,9226,12919,0.31
5158,50617,63222,1049,12605,0.25
5161,44840,61816,552,16976,0.38
5201,42005,57108,14851,15103,0.36
5250,48886,67056,3408,18169,0.37
5251,66367,93556,1350,27189,0.41
5252,52375,61160,274,8785,0.17
5253,66266,93261,685,26994,0.41
5254,56793,82695,273,25902,0.46
5255,56809,82713,4121,25904,0.46
5257,50151,66295,2718,16144,0.32
5260,51434,59060,459,7626,0.15
5261,51434,59060,2738,7626,0.15
5262,57352,67729,2547,10377,0.18
5301,44422,58122,16820,13700,0.31
5340,60370,79468,763,19098,0.32
5341,52589,72213,407,19624,0.37
5342,51123,70084,581,18961,0.37
5343,45185,53921,917,8736,0.19
5345,60935,71338,2119,10402,0.17
5346,52798,64362,5184,11564,0.22
5350,52375,61160,763,8785,0.17
5352,52375,61160,824,8785,0.17
5353,49816,71921,1072,22105,0.44
5354,58968,68010,2210,9042,0.15
5355,41836,58975,813,17139,0.41
5356,52589,72213,717,19624,0.37
5358,40000,74759,148,34759,0.87
5359,49199,69526,594,20327,0.41
5360,41849,58955,251,17105,0.41
5361,55761,68135,947,12374,0.22
5362,64643,71143,127,6500,0.10
5363,52039,64012,2021,11973,0.23
5401,38543,54063,28185,15520,0.40
